Compound,Similarity,Smiles,,,,Smiles
ZINC000000293171,0.888, COC1=CC=CC(CN[C@H]2CCCC[C@H]2C)=C1,,,,
ZINC000034656056,0.887, CCOC1=CC=C(OC)C=C1CNC(C)C,,,,
ZINC000019882252,0.887, CC[C@@H](C)N[C@@H](C)C1=CC=C(OC)C=C1,,,,
ZINC000000293167,0.887, COC1=CC=CC(CN[C@@H]2CCCC[C@H]2C)=C1,,,,
ZINC000019880607,0.887, COC1=CC=C(C=C1)[C@H](C)NC(C)C,,,,
ZINC000037771564,0.887, COC1=CC=CC(=C1)[C@@H](C)NCC1=CN(C)N=C1,,,,
ZINC000000293168,0.886, COC1=CC=CC(CN[C@H]2CCCC[C@@H]2C)=C1,,,,
ZINC000042405131,0.886, CCOC1=CC=C2CC[C@H](NC)C2=C1,,,,
ZINC000019880604,0.886, COC1=CC=C(C=C1)[C@@H](C)NC(C)C,,,,
ZINC000043374430,0.886, COC1=CC=CC(=C1)[C@H](N)CCC(C)C,,,,
ZINC000006430891,0.886, CCCNCC1=CC=C(OC)C(OC)=C1,,,,
ZINC000006601487,0.886, CCOC1=CC=C(C=C1)[C@@H](C)NC,,,,
ZINC000019884615,0.885, COC1=CC=CC(CNCC2CC2)=C1,,,,
ZINC000222638048,0.885, CCOC1=CC=C(C=C1OC)[C@H](CC)NC,,,,
ZINC000019515619,0.885, CCCN[C@H](C)C1=CC=C(OC)C=C1,,,,
ZINC000084388797,0.885, CC[C@@H](NC)C1=CC=CC(OC)=C1OC,,,,
ZINC000079420957,0.885, COC1=CC=CC(CN(C2CC2)C(=O)[C@H](C)N)=C1,,,,
ZINC000019882260,0.885, CC[C@H](C)N[C@H](C)C1=CC=C(OC)C=C1,,,,
ZINC000019882255,0.885, CC[C@H](C)N[C@@H](C)C1=CC=C(OC)C=C1,,,,
ZINC000019882258,0.885, CC[C@@H](C)N[C@H](C)C1=CC=C(OC)C=C1,,,,
ZINC000004206312,0.885, CCNCC1=CC=C(OC)C(OC)=C1,,,,
ZINC000001714971,0.885, COC1=CC(CNCC2=CC=CC=C2)=CC=C1O,,,,
ZINC000043374428,0.885, COC1=CC=CC(=C1)[C@@H](N)CCC(C)C,,,,
ZINC000019515617,0.884, CCCN[C@@H](C)C1=CC=C(OC)C=C1,,,,
ZINC000008325206,0.884, CCOC1=CC(CNCC=C)=CC=C1,,,,
ZINC000008325976,0.884, CCOC1=CC(CN[C@H](C)CC)=CC=C1OC,,,,
ZINC000003705557,0.884, COC1=CC(C)=C(C=C1OC)[C@H](C)N,,,,
ZINC000002573239,0.884, CCOC1=CC=C(C=C1)[C@H](C)NC,,,,
ZINC000019919146,0.884, CCN(CC)CCNCC1=CC=CC(OC)=C1,,,,
ZINC000037771563,0.883, COC1=CC=CC(=C1)[C@H](C)NCC1=CN(C)N=C1,,,,
ZINC000032497098,0.883, COC1=CC=C(C=C1OC)[C@H](CN)N(C)C,,,,
ZINC000032497097,0.883, COC1=CC=C(C=C1OC)[C@@H](CN)N(C)C,,,,
ZINC000019776964,0.883, CNCC1=CC=C(OC(C)C)C(OC)=C1,,,,
ZINC000019777501,0.883, CNCC1=CC=CC(OCC2=CC=CC(C)=C2)=C1,,,,
ZINC000037678133,0.883, CCOC1=CC=CC(CNCC2CC2)=C1,,,,
ZINC000019882755,0.883, CC[C@@H](C)NCC1=CC(OC)=CC=C1OC,,,,
ZINC000008495173,0.883, COC1=CC=CC(CNC2CCCCC2)=C1OC,,,,
ZINC000053788609,0.882, CCCCC[C@H](N)C1=CC=CC(OC)=C1,,,,
ZINC000004125501,0.882, CN[C@H](C)C1=CC=C2OCCOC2=C1,,,,
ZINC000035541416,0.881, CCN[C@H](CC)C1=CC(OC)=CC=C1OC,,,,
ZINC000003705556,0.881, COC1=CC(C)=C(C=C1OC)[C@@H](C)N,,,,
ZINC000019907014,0.881, CCCCN[C@H](C)C1=CC=C(OC)C=C1,,,,
ZINC000019511150,0.88, CCCN[C@@H](C)C1=CC=C(OCC)C=C1,,,,
ZINC000010436100,0.88, CCOC1=CC(CNC(C)C)=CC=C1OC,,,,
ZINC000253430657,0.88, CNCC(=O)N[C@H](C)C1=CC=C(F)C(OC)=C1,,,,
ZINC000094986174,0.88, CC(C)(N)C1=CC=CC(OCC2=CC=CC=C2)=C1,,,,
ZINC000022215823,0.88, CCNC(=O)COC1=CC=CC(=C1)[C@@H](C)N,,,,
ZINC000074244373,0.88, CC[C@H](N)C1=CC(OC)=CC(OC)=C1,,,,
ZINC000007262367,0.88, CCCNCC1=CC=C(OC)C(OCC)=C1,,,,
ZINC000009245940,0.88, COC1=CC=C(C=C1OC)[C@@H](N)C(C)C,,,,
ZINC000022142823,0.879, CCOC1=CC=C(C=C1)[C@@H](C)NC1CC1,,,,
ZINC000010436122,0.879, COC1=CC(CNC(C)C)=CC(OC)=C1OC,,,,
ZINC000004312902,0.879, COC1=CC=C(C=C1OC)[C@@H](N)C1=CC=CC=C1,,,,
ZINC000022215827,0.879, CCNC(=O)COC1=CC=CC(=C1)[C@H](C)N,,,,
ZINC000019777498,0.879, CNCC1=CC=CC(OCC2=CC=CC=C2C)=C1,,,,
ZINC000019907013,0.879, CCCCN[C@@H](C)C1=CC=C(OC)C=C1,,,,
ZINC000037680437,0.878, COC1=CC=CC(CNC(=O)[C@@H](N)C(C)C)=C1,,,,
ZINC000053788606,0.878, CCCC[C@@H](N)C1=CC=CC(OC)=C1,,,,
ZINC000020924876,0.878, CCCOC1=CC=CC(CNCC(C)C)=C1,,,,
ZINC000002563755,0.878, CNCC1=CC(OC)=CC(OC)=C1,,,,
ZINC000000874542,0.878, COC1=CC=C(OC)C(=C1)[C@H](C)N,,,,
ZINC000020264961,0.878, CC[C@@H](N)C1=CC=CC(OC)=C1,,,,
ZINC000087774261,0.878, CC(C)NCC1=CC=CC(OCCF)=C1,,,,
ZINC000004206001,0.877, CNCC1=CC(OC)=C(OC)C=C1C,,,,
ZINC000020264964,0.877, CC[C@H](N)C1=CC=CC(OC)=C1,,,,
ZINC000008254334,0.877, CCOC1=CC(CNCC(C)C)=CC=C1OC,,,,
ZINC000053788605,0.877, CCCC[C@H](N)C1=CC=CC(OC)=C1,,,,
ZINC000008493704,0.877, COC1=CC=C(CNC2CC2)C=C1OC,,,,
ZINC000000874543,0.877, COC1=CC=C(OC)C(=C1)[C@@H](C)N,,,,
ZINC000008326725,0.876, CCOC1=CC(CN[C@@H](C)CC)=CC=C1OC,,,,
ZINC000019880355,0.876, COC1=CC(CNC(C)C)=CC=C1O,,,,
ZINC000006701511,0.876, COC1=CC=CC(CNCC2=CC=C(F)C=C2)=C1,,,,
ZINC000019882757,0.876, CC[C@H](C)NCC1=CC(OC)=CC=C1OC,,,,
ZINC000002090470,0.876, CCCCNCC1=CC=C(OC)C(OC)=C1,,,,
ZINC000009245941,0.876, COC1=CC=C(C=C1OC)[C@H](N)C(C)C,,,,
ZINC000000296167,0.876, COC1=CC=C(C=C1OC)[C@@H](C)N,,,,
ZINC000013731195,0.876, CCOC1=C(OC)C=C(CNC)C=C1CC=C,,,,
ZINC000019883181,0.876, CC[C@H](NCC(C)C)C1=CC=C(OC)C=C1,,,,
ZINC000005379855,0.876, COC1=CC=C(CN)C(=C1)C(C)(C)C,,,,
ZINC000004838799,0.876, COC1=CC=CC(=C1)C(=O)NCCCN(C)C,,,,
ZINC000037466000,0.876, CCC[C@@H](N)C1=CC=CC(OC)=C1,,,,
ZINC000003705634,0.875, C[C@H](N)C1=CC=CC(OCC2=CC=CC=C2)=C1,,,,
ZINC000065496300,0.875, COC1=CC=C(CN(C)CC2(C)CC2)C=C1OC,,,,
ZINC000020924851,0.875, CCCOC1=CC=CC(CNCC)=C1,,,,
ZINC000037465998,0.875, CCC[C@H](N)C1=CC=CC(OC)=C1,,,,
ZINC000004987639,0.875, CCCN(CC1CC1)CC1=CC=C(O)C(OC)=C1,,,,
ZINC000019882924,0.875, COC1=CC(CNCC(C)C)=CC=C1O,,,,
ZINC000020265022,0.874, CC[C@@H](NC)C1=CC(OC)=CC=C1OC,,,,
ZINC000019433392,0.874, CCCNCC1=CC(OC)=CC=C1OC,,,,
ZINC000037491241,0.874, COC1=CC=CC(CNC(=O)[C@H](C)N)=C1,,,,
ZINC000000263333,0.874, COC1=CC=CC(CNC2CCCC2)=C1,,,,
ZINC000019880368,0.874, CCOC1=CC(CNC(C)C)=CC=C1O,,,,
ZINC000004681798,0.874, CCN(CC)CC1=CC=CC(OC)=C1OC,,,,
ZINC000000296164,0.873, COC1=CC=C(C=C1OC)[C@H](C)N,,,,
ZINC000004312901,0.873, COC1=CC=C(C=C1OC)[C@H](N)C1=CC=CC=C1,,,,
ZINC000010436097,0.873, CCOC1=CC=C(CNC(C)C)C=C1OCC,,,,
ZINC000008728030,0.873, CNCC1=CC(OCC=C)=CC=C1,,,,
ZINC000005013440,0.873, COC1=CC=C(CNC2CCCCC2)C=C1OC,,,,
ZINC000042405129,0.872, CCOC1=CC=C2CC[C@@H](NC)C2=C1,,,,
ZINC000008253459,0.872, CCOC1=C(CNCC(C)C)C=CC=C1OC,,,,
ZINC000040540098,0.872, CCCN(C)CC1=CC=C(OC)C(OC)=C1,,,,
ZINC000083342735,0.872, COC1=CC(CNC(C)C)=CC=C1F,,,,
ZINC000004795874,0.872, COC1=CC=CC(CNCC2=CC=CC=C2)=C1O,,,,
ZINC000070980236,0.872, CCN(C)CC1=CC=C(OC)C(OC)=C1,,,,
ZINC000006702744,0.871, CCOC1=CC=CC(CNC2CCCC2)=C1,,,,
ZINC000019882931,0.871, CCOC1=CC(CNCC(C)C)=CC=C1O,,,,
ZINC000004218941,0.871, CCOC1=CC=C(C=C1OCC)[C@H](N)C(C)C,,,,
ZINC000004746111,0.87, COC1=CC=C(CNC(C)C)C2=CC=CC=C12,,,,
ZINC000083346634,0.87, COC1=CC(CNCC(C)C)=CC=C1F,,,,
ZINC000019883132,0.87, CCOC1=CC=C(C=C1)[C@H](C)NCC(C)C,,,,
ZINC000096027256,0.87, CN[C@@]1(CCCCC1=O)C1=CC=CC(OC)=C1,,,,
ZINC000020924882,0.87, CCCOC1=CC=CC(CN[C@@H](C)CC)=C1,,,,
ZINC000032013708,0.87, COC1=CC=CC(CN(CCN)C2CC2)=C1,,,,
ZINC000019883180,0.87, CC[C@@H](NCC(C)C)C1=CC=C(OC)C=C1,,,,
ZINC000008326023,0.869, CC[C@@H](C)NCC1=CC=CC(OC)=C1OC,,,,
ZINC000000277292,0.869, COC1=CC(OC)=CC(CN[C@H]2CC[C@H](C)C2)=C1,,,,
ZINC000008494668,0.869, COC1=CC(CNCC=C)=CC=C1,,,,
ZINC000019881842,0.869, CC[C@@H](C)NCC1=CC=C(O)C(OC)=C1,,,,
ZINC000019881868,0.869, CCOC1=CC(CN[C@H](C)CC)=CC=C1O,,,,
ZINC000022150589,0.869, C[C@H](NC1CC1)C1=CC=C2OCOC2=C1,,,,
ZINC000000185112,0.869, CCC(=O)OC1=CC=C(CNC(C)(C)C)C=C1,,,,
ZINC000019442064,0.869, CCN[C@@H](C)C1=CC=C(OC)C=C1,,,,
ZINC000005004977,0.869, COC1=CC=C(CNC(C)C)C(OC)=C1OC,,,,
ZINC000022150584,0.869, C[C@@H](NC1CC1)C1=CC=C2OCOC2=C1,,,,
ZINC000019502554,0.868, CCNCC1=CC(OC)=CC=C1OC,,,,
ZINC000019907129,0.868, CCCCNCC1=CC(OC)=CC=C1OC,,,,
ZINC000019442066,0.868, CCN[C@H](C)C1=CC=C(OC)C=C1,,,,
ZINC000008254332,0.868, CCOC1=CC(CNC2CC2)=CC=C1OC,,,,
ZINC000019881844,0.868, CC[C@H](C)NCC1=CC=C(O)C(OC)=C1,,,,
ZINC000012382637,0.868, COC1=CC(CNC(C)C)=CC=C1OC(C)C,,,,
ZINC000019884605,0.868, COC1=CC=C(CNCC2CC2)C=C1OC,,,,
ZINC000037491240,0.868, COC1=CC=CC(CNC(=O)CN)=C1,,,,
ZINC000028966192,0.868, COC1=CC=CC(=C1)C1(N)CCCCC1,,,,
ZINC000008227256,0.867, CCNCC1=CC=C(OC)C(OCC)=C1,,,,
